Datalog version 1.0,Metric,ID=75 mm,OD=80 mm,  64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Time,Commands,Supply V,Supply I,Restart,M1 pos,M1 speed,M1 I,M1 status,M1 error,M2 pos,M2 speed,M2 I,M2 status,M2 error,M3 pos,M3 speed,M3 I,M3 status,M3 error,M4 pos,M4 speed,M4 I,M4 status,M4 error,Temp int,Temp ext,Noise,Head V,30 V,Stretch,Torque,M1 err,M2 err,M3 err,M4 err,Debug, ,
Datalog version 1.0,Metric,ID=75 mm,OD=80 mm,  47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Time,Commands,Supply V,Supply I,Restart,M1 pos,M1 speed,M1 I,M1 status,M1 error,M2 pos,M2 speed,M2 I,M2 status,M2 error,M3 pos,M3 speed,M3 I,M3 status,M3 error,M4 pos,M4 speed,M4 I,M4 status,M4 error,Temp int,Temp ext,Noise,Head V,30 V,Stretch,Torque,M1 err,M2 err,M3 err,M4 err,Debug, ,
,09:42:12,,,,,,,,0,,13376,6400,227,18,,,,,0,,325.42,450,387,16,,,,69,436,24,,,,,,,,,
,09:42:13,,511, 252,,,,,0,,13440,6800,218,18,,,,,0,,325.42,450,387,18,,,22,69,436,24,,,,,,,,, 
,09:42:13,,512, 251,,,,,0,,13504,6600,227,18,,,,,0,,325.42,450,387,18,,,,69,451,24,,,,,,,,, 
,09:42:14,,512, 252,,,,,0,,13568,6400,227,18,,,,,0,,327.36,450,387,18,,,,70,436,24,,,,,1,,,,
,,M4 speed 494,509, 252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Test cutter speed = 6400,,
,09:42:14,,,,,,,,0,,13696,6400,236,18,,,,,0,,327.36,450,387,18,,,,69,451,23,,,,,,,,,
,09:42:14,,,,,,,,0,,13760,6600,227,18,,,,,0,,327.36,450,387,18,,25,,69,436,24,,,,,,,,,
,,M4 speed 0,518, 249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,09:42:15,,, 250,,,,,0,,13824,6600,218,18,,,,,0,,329.30,450,387,18,,,,69,444,23,,,,,,,,,
,09:42:15,,,,,,,,0,,13888,6600,227,18,,,,,0,,329.30,450,387,18,,,22,70,444,24,,,,,,,,,
,09:42:15,,518, 250,,,,,0,,14016,6400,227,18,,,,,0,,329.30,450,387,18,,,,70,447,24,,,,,,,,, 
,09:42:16,,508, 250,,,,,0,,14080,6600,236,18,,,,,0,,331.25,450,387,18,,,,69,432,24,,,,,,1,,,
,,M4 speed 494,518, 252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Test cutter speed = 6600,,
,09:42:16,,, 251,,,,,0,,14144,6600,227,18,,,,,0,,331.25,450,387,18,,,,70,444,23,,,,,,,,,
,09:42:17,,,,,,,,0,,14208,6800,218,18,,,,,0,,331.25,450,387,18,,27,,70,440,24,,,,,,,,,
,,M4 speed 0,518, 252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,09:42:17,,, 252,,,,,0,,14272,6600,218,18,,,,,0,,333.19,450,387,18,,,,71,440,24,,,,,,,,,
,09:42:17,,,,,,,,0,,14400,6800,227,18,,,,,0,,333.19,450,387,18,,,22,69,440,24,,,,,,,,,
,09:42:18,,509, 252,,,,,0,,14464,6400,218,18,,,,,0,,333.19,450,387,18,,,,70,447,24,,,,,,,,, 
,09:42:18,,511, 250,,,,,0,,14528,6800,227,18,,,,,0,,335.13,450,387,18,,,,70,444,24,,,2,,,,,,
,09:42:19,,512, 250,,,,,0,,14592,6600,218,18,,,,,0,,335.13,450,387,18,,,,69,447,24,,,,,,,,, 
,09:42:19,,510, 251,,,,,0,,14720,6600,227,18,,,,,0,,335.13,450,387,18,,28,,70,420,24,,,,,,,,, 
,09:42:20,,518, 252,,,,,0,,14784,6600,218,18,,,,,0,,337.07,450,387,18,,,,69,440,24,,,,,,,,, 
,09:42:21,,511, 252,,,,,0,,14848,6600,227,18,,,,,0,,337.07,450,387,18,,,23,69,444,23,,,,,,,,, 
,09:42:21,,518, 252,,,,,0,,14912,6600,227,18,,,,,0,,337.07,450,387,18,,,,69,455,23,,,,,,,,, 
,,M4 speed 494,505, 252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Test cutter speed = 6600,,
,09:42:21,,,,,,,,0,,15040,6800,227,18,,,,,0,,339.01,450,387,18,,,,70,444,23,,,,16,,,,,
,09:42:22,,, 251,,,,,0,,15104,6800,218,18,,,,,0,,339.01,450,387,18,,,,70,444,24,,,,,,,,,
,,M4 speed 0,512, 249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,09:42:22,,, 250,,,,,0,,15168,6600,218,18,,,,,0,,339.01,450,390,16,,28,,70,444,23,,,,,,,,,
,09:42:22,,,,,,,,0,,15232,6600,227,18,,,,,0,,340.95,450,390,18,,,,70,451,23,,,,,,,,,
,09:42:23,,509, 248,,,,,0,,15296,6600,218,18,,,,,0,,340.95,0,387,8,,,13,73,455,24,,,,,,,,,
,09:42:23,,511, 228,,,,,0,,15424,6800,272,18,,,,,0,,340.95,0,0,8,11,,,70,471,30,,,,,,,,,
,09:42:24,,512, 220,,,,,0,,15488,6400,272,18,,,,,0,,,,,0,,,,69,475,30,,,,,1,,,, 
,09:42:24,,, 216,,,,,0,,15552,6800,272,18,,,,,0,,,,,0,,,,69,467,30,,,,,,,,, 
,09:42:25,,518, 212,,,,,0,,15616,6600,263,18,,,,,0,,,,,0,,28,,69,471,30,,,,,,,,,
,09:42:25,,511, 208,,,,,0,,15744,6600,272,18,,,,,0,,,,,0,,,,70,475,30,,,,,,,,,
,09:42:25,,,,,,,,0,,15808,6800,281,18,,,,,0,,,,,0,,,21,69,463,30,,,,,,,Test cutter speed = 6600,, 
,09:42:26,,511, 207,,,,,0,,15872,6600,263,18,,,,,0,,,,,0,,,,70,491,31,,,,,,,,,
,09:42:26,,508, 209,,,,,0,,15936,6600,272,18,,,,,0,,,,,0,,,,69,491,30,,,,,,1,,, 
,09:42:27,,509, 209,,,,,0,,16064,6600,272,18,,,,,0,,,,,0,,,,69,471,30,,,,,,,,,
,09:42:27,,518, 208,,,,,0,,16128,6800,263,18,,,,,0,,,,,0,,31,,70,479,31,,,,,,,Gap to pipe test ID = 158,, 
,,Force M3 uplink ,508, 207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,09:42:27,,,,,,,,0,,16192,6800,263,18,,,,,0,,,,,0,,,,70,487,31,,,,,,,,, 
,09:42:28,,, 207,,,,,0,,16320,6800,254,18,,,,,0,,,,,0,,,22,69,479,30,,,,,,,,, 
,09:42:28,,518, 206,,,,,,,,,,,,217.12,0,0,0,,,,,,,,,68,483,30,,,,,,,,,
,09:42:29,,508, 207,,,,,0,,64,6400,272,18,,,,,0,,,,,0,,,,70,471,30,,,2,,,,,,
,09:42:30,,509, 207,,,,,0,,128,6800,272,18,,,,,0,,,,,0,,,,69,463,30,,,,,,,,,
,09:42:30,,518, 207,,,,,0,,256,6600,263,18,,,,,0,,,,,0,,29,,69,475,30,,,,,,,,,
,,M3 speed -8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
,09:42:31,,516, 208,,,,,0,,320,6600,263,18,,,,,0,,,,,0,,,,64,467,30,,,,,,,,,
,09:42:31,,518, 206,,,,,0,,384,6600,263,18,,,,,0,,,,,0,,,22,70,459,30,,,,,,,,,
,09:42:32,,505, 206,,,,,0,,448,6800,263,18,,217.12,-50,0,17,,,,,0,,,,69,471,30,,,,,,,,, 
,09:42:33,,512, 209,,,,,0,,576,6800,254,18,,217.12,-50,12,17,,,,,0,,,,69,459,27,,,,16,,,,,
,09:42:33,,499, 212,,,,,0,,640,6800,254,18,,217.12,-50,51,17,,,,,0,,,,70,455,25,,,,,,,,,
,09:42:34,,511, 215,,,,,0,,704,6400,236,18,,217.12,-50,102,17,,,,,0,,28,,69,451,24,,,,,,,,, 
,09:42:35,,511, 220,,,,,0,,768,6800,236,18,,217.12,-50,168,17,,,,,0,,,,70,447,24,,,,,,,,, 
,09:42:35,,516, 224,,,,,0,,896,6800,227,18,,217.12,-50,246,17,,,,,0,,,22,70,455,24,,,,,,,,, 
Datalog version 1.0,Metric,ID=158 mm,OD=179 mm, 227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Time,Commands,Supply V,Supply I,Restart,M1 pos,M1 speed,M1 I,M1 status,M1 error,M2 pos,M2 speed,M2 I,M2 status,M2 error,M3 pos,M3 speed,M3 I,M3 status,M3 error,M4 pos,M4 speed,M4 I,M4 status,M4 error,Temp int,Temp ext,Noise,Head V,30 V,Stretch,Torque,M1 err,M2 err,M3 err,M4 err,Debug, ,
2012/11/01,09:42:36,,518, 231,,,,,0,,960,6800,218,18,,217.12,-50,408,17,,,,,0,,,,70,440,23,,,,,,,,, 
,09:42:36,,518, 233,,,,,0,,1024,6600,218,18,,217.12,-50,423,17,,,,,0,,,,70,436,24,,,,,1,,,, 
,09:42:37,,518, 235,,,,,0,,1088,6800,218,18,,217.12,-50,0,17,,,,,0,,,,68,451,24,,,,,,,,,
,09:42:37,,520, 238,,,,,0,,1216,6400,218,18,,217.12,-50,0,17,,,,,0,,26,,69,444,24,,,,,,,,,
,09:42:38,,518, 240,,,,,0,,1280,6600,218,18,,217.12,-350,408,17,,,,,0,,,,69,455,23,,,,,,,,, 
,09:42:39,,513, 239,,,,,0,,1344,6400,209,18,,217.12,-700,354,17,,,,,0,,,21,69,436,24,,,,,,,,, 
,09:42:39,,509, 241,,,,,0,,1408,6400,227,18,,217.12,-1000,345,17,,,,,0,,,,70,447,24,,,,,,,,,
,09:42:40,,517, 242,,,,,0,,1472,6400,209,18,,216.90,-1350,393,17,,,,,0,,,,69,432,24,,,,,,1,,, 
,09:42:40,,511, 241,,,,,0,,1600,6400,209,18,,216.90,-1700,489,17,,,,,0,,,,70,440,24,,,,,,,,,
,09:42:41,,511, 243,,,,,0,,1664,6600,209,18,,216.90,-2000,300,17,,,,,0,,26,,70,447,23,,,,,,,,,
,09:42:42,,513, 244,,,,,0,,1728,6800,209,18,,216.68,-2000,411,17,,,,,0,,,,69,455,23,,,,,,,,,
,09:42:42,,516, 241,,,,,0,,1792,6600,218,18,,216.68,-2000,375,17,,,,,0,,,21,70,440,23,,,,,,,,,
,09:42:43,,518, 237,,,,,0,,1920,6600,218,18,,216.68,-2000,330,17,,,,,0,,,,69,436,24,,,,,,,,,
,09:42:44,,512, 235,,,,,0,,1984,6800,218,18,,216.46,-2000,291,17,,,,,0,,,,70,444,24,,,2,,,,,, 
,09:42:44,,518, 230,,,,,0,,2048,6400,218,18,,216.46,-2000,261,17,,,,,0,,,,70,463,24,,,,,,,,,
,09:42:45,,511, 227,,,,,0,,2112,6600,218,18,,216.24,-2000,240,17,,,,,0,,28,,70,444,24,,,,,,,,,
,09:42:45,,511, 225,,,,,0,,2240,6800,227,18,,216.24,-2000,216,17,,,,,0,,,,70,455,24,,,,,,,,,
,09:42:46,,512, 223,,,,,0,,2304,6800,227,18,,216.24,-2000,201,17,,,,,0,,,22,70,463,24,,,,,,,,,
,09:42:47,,512, 221,,,,,0,,2368,6600,227,18,,216.03,-2000,183,17,,,,,0,,,,69,463,24,,,,,,,,,
,09:42:47,,512, 219,,,,,0,,2432,6800,227,18,,216.03,-2000,156,17,,,,,0,,,,70,444,24,,,,16,,,,,
,09:42:48,,518, 220,,,,,0,,2560,6400,236,18,,216.03,-2000,141,17,,,,,0,,,,69,444,24,,,,,,,,,
,09:42:48,,511, 218,,,,,0,,2624,6800,218,18,,215.81,-2000,129,17,,,,,0,,26,,70,459,24,,,,,,,,,
,09:42:49,,518, 217,,,,,0,,2688,6800,236,18,,215.81,-2000,114,17,,,,,0,,,,70,463,24,,,,,,,,,
,09:42:50,,517, 214,,,,,0,,2752,7200,227,18,,215.81,-2000,93,17,,,,,0,,,19,70,459,24,,,,,,,,, 
,09:42:50,,518, 215,,,,,0,,2880,6400,236,18,,215.59,-1850,93,17,,,,,0,,,,70,467,24,,,,,,,,, 
,09:42:51,,516, 215,,,,,0,,2944,6800,236,18,,215.59,-2200,99,17,,,,,0,,,,70,451,24,,,,,1,,,,
,09:42:51,,509, 218,,,,,0,,3008,6800,218,18,,215.37,-3350,111,17,,,,,0,,,,69,463,24,,,,,,,,,
,09:42:52,,508, 221,,,,,0,,3072,6600,227,18,,215.37,-4450,129,17,,,,,0,,27,,70,447,24,,,,,,,,,
,09:42:52,,505, 224,,,,,0,,3200,6400,227,18,,215.16,-5550,138,17,,,,,0,,,,69,459,24,,,,,,,,,
,09:42:53,,511, 228,,,,,0,,3264,6600,218,18,,214.94,-6150,141,17,,,,,0,,,23,70,444,24,,,,,,,,,
,09:42:54,,518, 231,,,,,0,,3328,6800,218,18,,214.50,-6500,156,19,,,,,0,,,,70,451,24,,,,,,,,,
,09:42:54,,518, 231,,,,,0,,3392,6800,218,18,,214.29,-6500,141,19,,,,,0,,,,69,444,23,,,,,,1,,, 
,09:42:55,,516, 231,,,,,0,,3520,6600,218,18,,214.07,-6500,147,19,,,,,0,,,,70,447,24,,,,,,,,,
,09:42:55,,505, 231,,,,,0,,3584,6800,227,18,,213.85,-6800,141,19,,,,,0,,29,,70,447,24,,,,,,,,,
,09:42:56,,518, 231,,,,,0,,3648,6600,209,18,,213.41,-6500,129,19,,,,,0,,,,69,447,24,,,,,,,,,
,09:42:57,,513, 228,,,,,0,,3712,6800,218,18,,213.20,-6500,135,19,,,,,0,,,20,70,455,24,,,,,,,,,
,09:42:57,,518, 229,,,,,0,,3840,6400,218,18,,212.98,-6800,129,19,,,,,0,,,,70,447,24,,,,,,,,,
,09:42:58,,512, 227,,,,,0,,3904,6800,209,18,,212.76,-6500,141,19,,,,,0,,,,70,451,24,,,2,,,,,, 
,09:42:58,,509, 227,,,,,0,,3968,6600,209,18,,212.54,-6550,138,19,,,,,0,,,,70,455,24,,,,,,,,,
,09:42:59,,518, 229,,,,,0,,4032,6400,227,18,,212.11,-6850,138,19,,,,,0,,28,,70,447,24,,,,,,,,,
,09:42:59,,520, 231,,,,,0,,4160,6400,209,18,,211.89,-6550,132,19,,,,,0,,,,69,440,24,,,,,,,,,
,09:43:00,,513, 230,,,,,0,,4224,6800,218,18,,211.67,-6500,138,19,,,,,0,,,22,70,455,24,,,,,,,,,
,09:43:01,,505, 231,,,,,0,,4288,6400,209,18,,211.46,-6800,138,19,,,,,0,,,,70,447,24,,,,,,,,,
,09:43:01,,509, 231,,,,,0,,4352,6800,218,18,,211.24,-6550,141,19,,,,,0,,,,70,444,24,,,,16,,,,,
,09:43:02,,518, 231,,,,,0,,4480,6800,218,18,,210.80,-6400,138,19,,,,,0,,,,70,455,24,,,,,,,,,
,09:43:02,,508, 231,,,,,0,,4544,6800,209,18,,210.59,-6400,144,19,,,,,0,,28,,70,444,24,,,,,,,,,
,09:43:03,,504, 229,,,,,0,,4608,6800,218,18,,210.37,-6550,132,19,,,,,0,,,,69,444,24,,,,,,,,,
,09:43:04,,511, 226,,,,,0,,4672,6600,218,18,,210.15,-6550,135,19,,,,,0,,,22,70,455,24,,,,,,,,,
,09:43:04,,509, 226,,,,,0,,4800,6600,209,18,,209.71,-6400,126,19,,,,,0,,,,69,459,24,,,,,,,,,
,09:43:05,,513, 227,,,,,0,,4864,6400,218,18,,209.50,-6600,114,19,,,,,0,,,,70,444,24,,,,,1,,,, 
,09:43:05,,511, 225,,,,,0,,4928,6400,218,18,,209.28,-6800,123,19,,,,,0,,,,69,444,24,,,,,,,,,
,09:43:06,,509, 227,,,,,0,,4992,6600,227,18,,209.06,-6500,120,19,,,,,0,,27,,70,463,24,,,,,,,,,
,09:43:07,,508, 227,,,,,0,,5120,7000,218,18,,208.84,-6550,126,19,,,,,0,,,,69,455,24,,,,,,,,,
,09:43:07,,517, 226,,,,,0,,5184,6800,209,18,,208.41,-6550,120,19,,,,,0,,,19,69,451,24,,,,,,,,,
,09:43:08,,511, 225,,,,,0,,5248,6400,218,18,,208.19,-6400,126,19,,,,,0,,,,70,444,23,,,,,,,,,
,09:43:08,,513, 224,,,,,0,,5312,6400,209,18,,207.97,-6400,126,19,,,,,0,,,,70,463,24,,,,,,1,,, 
,09:43:09,,518, 224,,,,,0,,5440,6400,218,18,,207.76,-6500,135,19,,,,,0,,,,69,463,23,,,,,,,,,
,09:43:09,,511, 226,,,,,0,,5504,6400,209,18,,207.54,-6800,132,19,,,,,0,,28,,69,455,24,,,,,,,,,
,09:43:10,,509, 227,,,,,0,,5568,6800,218,18,,207.10,-6800,132,19,,,,,0,,,,70,459,24,,,,,,,,,
,09:43:11,,518, 225,,,,,0,,5632,6600,209,18,,206.88,-6500,135,19,,,,,0,,,22,70,459,24,,,,,,,,,
,09:43:11,,509, 225,,,,,0,,5760,6800,218,18,,206.67,-6550,129,19,,,,,0,,,,70,451,24,,,,,,,,,
,09:43:12,,518, 224,,,,,0,,5824,6800,209,18,,206.45,-6400,129,19,,,,,0,,,,70,467,24,,,2,,,,,, 
,09:43:12,,512, 224,,,,,0,,5888,6800,218,18,,206.01,-6550,126,19,,,,,0,,,,69,463,24,,,,,,,,,
,09:43:13,,518, 223,,,,,0,,5952,6400,227,18,,205.80,-6550,129,19,,,,,0,,28,,69,459,24,,,,,,,,,
,09:43:14,,511, 223,,,,,0,,6080,6400,236,18,,205.58,-6800,123,19,,,,,0,,,,70,459,24,,,,,,,,,
,09:43:14,,512, 224,,,,,0,,6144,6800,227,18,,205.36,-6550,120,19,,,,,0,,,22,69,459,24,,,,,,,,,
,09:43:15,,509, 224,,,,,0,,6208,6800,227,18,,205.14,-6550,123,19,,,,,0,,,,70,455,24,,,,,,,,,
,09:43:15,,509, 222,,,,,0,,6272,6400,236,18,,204.71,-6550,123,19,,,,,0,,,,70,447,24,,,,16,,,,,
,09:43:16,,511, 224,,,,,0,,6400,6800,218,18,,204.49,-6400,129,19,,,,,0,,,,69,455,24,,,,,,,,,
,09:43:17,,508, 226,,,,,0,,6464,6600,218,18,,204.27,-6550,126,19,,,,,0,,28,,70,459,24,,,,,,,,,
,09:43:17,,518, 223,,,,,0,,6528,6600,218,18,,204.05,-6800,123,19,,,,,0,,,,69,451,24,,,,,,,,,
,09:43:18,,511, 223,,,,,0,,6592,6400,218,18,,203.62,-6500,126,19,,,,,0,,,19,70,451,24,,,,,,,,,
,09:43:18,,533, 224,,,,,0,,6720,6800,209,18,,203.40,-6400,129,19,,,,,0,,,,69,444,24,,,,,,,,,
,09:43:19,,512, 225,,,,,0,,6784,6600,227,18,,203.18,-6550,126,19,,,,,0,,,,70,455,24,,,,,1,,,, 
,09:43:19,,512, 226,,,,,0,,6848,6400,218,18,,202.97,-6800,120,19,,,,,0,,,,70,455,24,,,,,,,,,
,09:43:20,,518, 225,,,,,0,,6912,6400,227,18,,202.75,-6550,120,19,,,,,0,,25,,70,444,24,,,,,,,,,
,09:43:21,,509, 223,,,,,0,,7040,6800,218,18,,202.31,-6550,117,19,,,,,0,,,,70,459,24,,,,,,,,,
,09:43:21,,511, 224,,,,,0,,7104,6800,218,18,,202.10,-6550,117,19,,,,,0,,,22,69,444,24,,,,,,,,,
,09:43:22,,513, 223,,,,,0,,7168,6400,236,18,,201.88,-6650,111,19,,,,,0,,,,70,451,24,,,,,,,,,
,09:43:22,,516, 223,,,,,0,,7232,6400,227,18,,201.66,-6850,117,19,,,,,0,,,,70,451,24,,,,,,1,,, 
,09:43:23,,518, 222,,,,,0,,7360,6600,236,18,,201.22,-6650,108,19,,,,,0,,,,70,463,24,,,,,,,,,
,09:43:24,,512, 222,,,,,0,,7424,6800,218,18,,201.01,-6650,117,19,,,,,0,,28,,70,463,24,,,,,,,,,
,09:43:24,,520, 223,,,,,0,,7488,6400,218,18,,200.79,-6700,111,19,,,,,0,,,,69,463,24,,,,,,,,,
,09:43:25,,516, 222,,,,,0,,7552,6800,209,18,,200.57,-6850,120,19,,,,,0,,,20,70,463,24,,,,,,,,,
,09:43:25,,516, 221,,,,,0,,7680,6600,227,18,,200.35,-6550,114,19,,,,,0,,,,70,463,24,,,,,,,,,
,09:43:26,,512, 223,,,,,0,,7744,6800,218,18,,199.92,-6800,120,19,,,,,0,,,,69,455,23,,,2,,,,,, 
,09:43:26,,513, 221,,,,,0,,7808,6800,218,18,,199.70,-6550,117,19,,,,,0,,,,70,451,23,,,,,,,,,
,09:43:27,,518, 223,,,,,0,,7872,6600,209,18,,199.48,-6550,120,19,,,,,0,,26,,69,455,24,,,,,,,,,
,09:43:28,,512, 219,,,,,0,,8000,6800,227,18,,199.27,-6650,114,19,,,,,0,,,,70,455,23,,,,,,,,,
,09:43:28,,513, 220,,,,,0,,8064,6600,227,18,,198.83,-6650,111,19,,,,,0,,,19,69,447,24,,,,,,,,,
,09:43:29,,512, 220,,,,,0,,8128,6800,218,18,,198.61,-6700,111,19,,,,,0,,,,70,463,24,,,,,,,,,
,09:43:29,,509, 221,,,,,0,,8192,6800,218,18,,198.39,-6650,111,19,,,,,0,,,,70,447,23,,,,16,,,,,
,09:43:30,,512, 220,,,,,0,,8320,6600,209,18,,198.18,-6850,111,19,,,,,0,,,,69,471,24,,,,,,,,,
,09:43:31,,508, 221,,,,,0,,8384,6800,236,18,,197.74,-6600,105,19,,,,,0,,27,,70,447,24,,,,,,,,,
,09:43:31,,512, 218,,,,,0,,8448,6800,218,18,,197.52,-6600,105,19,,,,,0,,,,70,444,24,,,,,,,,,
,09:43:32,,513, 219,,,,,0,,8512,6400,227,18,,197.31,-6600,111,19,,,,,0,,,17,69,455,24,,,,,,,,,
,09:43:32,,511, 219,,,,,0,,8640,6600,227,18,,197.09,-6800,114,19,,,,,0,,,,70,459,24,,,,,,,,,
,09:43:33,,512, 221,,,,,0,,8704,6800,227,18,,196.87,-6600,108,19,,,,,0,,,,70,451,24,,,,,1,,,, 
,09:43:33,,518, 219,,,,,0,,8768,6400,218,18,,196.44,-6650,111,19,,,,,0,,,,70,447,23,,,,,,,,,
,09:43:34,,520, 221,,,,,0,,8832,6400,209,18,,196.22,-6550,114,19,,,,,0,,27,,71,463,24,,,,,,,,,
Datalog version 1.0,Metric,ID=158 mm,OD=179 mm, 220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Time,Commands,Supply V,Supply I,Restart,M1 pos,M1 speed,M1 I,M1 status,M1 error,M2 pos,M2 speed,M2 I,M2 status,M2 error,M3 pos,M3 speed,M3 I,M3 status,M3 error,M4 pos,M4 speed,M4 I,M4 status,M4 error,Temp int,Temp ext,Noise,Head V,30 V,Stretch,Torque,M1 err,M2 err,M3 err,M4 err,Debug, ,
2012/11/01,09:43:35,,516, 222,,,,,0,,8960,6800,218,18,,196.00,-6800,117,19,,,,,0,,,,70,463,24,,,,,,,,,
,09:43:35,,518, 221,,,,,0,,9024,6400,218,18,,195.78,-6650,114,19,,,,,0,,,21,70,459,24,,,,,,,,,
,09:43:36,,518, 221,,,,,0,,9088,7000,236,18,,195.35,-6600,111,19,,,,,0,,,,70,444,24,,,,,,,,,
,09:43:36,,518, 221,,,,,0,,9152,6400,227,18,,195.13,-6850,111,19,,,,,0,,,,70,459,24,,,,,,1,,, 
,09:43:37,,517, 221,,,,,0,,9280,6800,209,18,,194.91,-6400,108,19,,,,,0,,,,69,447,24,,,,,,,,,
,09:43:37,,513, 219,,,,,0,,9344,6800,227,18,,194.69,-6650,108,19,,,,,0,,27,,70,463,23,,,,,,,,,
,09:43:38,,512, 219,,,,,0,,9408,6400,227,18,,194.26,-6400,111,19,,,,,0,,,,70,459,24,,,,,,,,,
,09:43:39,,518, 218,,,,,0,,9472,6800,209,18,,194.04,-6800,108,19,,,,,0,,,22,70,447,24,,,,,,,,,
,09:43:39,,510, 219,,,,,0,,9600,6600,227,18,,193.82,-6600,108,19,,,,,0,,,,70,455,24,,,,,,,,,
,09:43:40,,512, 219,,,,,0,,9664,6800,218,18,,193.61,-6550,111,19,,,,,0,,,,70,451,24,,,2,,,,,, 
,09:43:40,,509, 219,,,,,0,,9728,6800,227,18,,193.39,-6550,114,19,,,,,0,,,,70,447,24,,,,,,,,,
,09:43:41,,518, 218,,,,,0,,9792,6600,218,18,,192.95,-6600,108,19,,,,,0,,28,,70,444,23,,,,,,,,,
,09:43:42,,505, 219,,,,,0,,9920,6800,218,18,,192.73,-6850,111,19,,,,,0,,,,70,467,24,,,,,,,,,
,09:43:42,,512, 219,,,,,0,,9984,6800,227,18,,192.52,-6650,111,19,,,,,0,,,20,69,463,23,,,,,,,,,
,09:43:43,,510, 219,,,,,0,,10048,6800,218,18,,192.30,-6600,108,19,,,,,0,,,,70,447,24,,,,,,,,, 
,09:43:43,,512, 217,,,,,0,,10112,6800,236,18,,191.86,-6600,108,19,,,,,0,,,,70,463,24,,,,16,,,,, 
,09:43:44,,505, 217,,,,,0,,10240,6600,218,18,,191.65,-6600,105,19,,,,,0,,,,69,467,24,,,,,,,,, 
,09:43:44,,508, 216,,,,,0,,10304,6800,218,18,,191.43,-6600,108,19,,,,,0,,26,,70,444,24,,,,,,,,, 
,09:43:45,,512, 219,,,,,0,,10368,6400,218,18,,191.21,-6850,108,19,,,,,0,,,,70,447,23,,,,,,,,, 
,09:43:46,,512, 218,,,,,0,,10432,6600,227,18,,190.99,-6550,105,19,,,,,0,,,23,69,447,24,,,,,,,,, 
,09:43:46,,510, 219,,,,,0,,10560,6800,209,18,,190.56,-6650,105,19,,,,,0,,,,70,463,24,,,,,,,,, 
,09:43:47,,518, 217,,,,,0,,10624,6800,227,18,,190.34,-6650,108,19,,,,,0,,,,69,447,24,,,,,1,,,,
,09:43:47,,511, 217,,,,,0,,10688,6800,227,18,,190.12,-6650,108,19,,,,,0,,,,69,455,24,,,,,,,,, 
,09:43:48,,520, 217,,,,,0,,10752,6800,227,18,,189.69,-6600,108,19,,,,,0,,28,,70,459,24,,,,,,,,, 
,09:43:49,,518, 217,,,,,0,,10880,6800,227,18,,189.47,-6650,108,19,,,,,0,,,,69,463,24,,,,,,,,, 
,09:43:49,,505, 218,,,,,0,,10944,6600,227,18,,189.25,-6750,114,19,,,,,0,,,21,69,447,24,,,,,,,,, 
,09:43:50,,518, 219,,,,,0,,11008,6600,209,18,,189.03,-6800,117,19,,,,,0,,,,69,459,24,,,,,,,,, 
,09:43:50,,508, 219,,,,,0,,11072,6800,209,18,,188.82,-6400,108,19,,,,,0,,,,70,444,24,,,,,,1,,,
,09:43:51,,505, 219,,,,,0,,11200,6800,209,18,,188.38,-6800,111,19,,,,,0,,,,70,459,24,,,,,,,,, 
,09:43:52,,518, 219,,,,,0,,11264,6600,209,18,,188.16,-6850,114,19,,,,,0,,28,,69,463,24,,,,,,,,, 
,09:43:52,,512, 216,,,,,0,,11328,6400,227,18,,187.95,-7000,108,19,,,,,0,,,,70,455,24,,,,,,,,, 
,09:43:53,,513, 215,,,,,0,,11392,6800,227,18,,187.73,-6850,111,19,,,,,0,,,19,70,451,24,,,,,,,,, 
,09:43:53,,513, 215,,,,,0,,11520,6600,218,18,,187.29,-6850,111,19,,,,,0,,,,70,447,24,,,,,,,,, 
,09:43:54,,518, 216,,,,,0,,11584,6800,218,18,,187.07,-6600,108,19,,,,,0,,,,70,463,24,,,2,,,,,,
,09:43:55,,513, 214,,,,,0,,11648,6600,236,18,,186.86,-6850,105,19,,,,,0,,,,70,459,23,,,,,,,,, 
,09:43:55,,518, 216,,,,,0,,11776,6400,209,18,,186.64,-6850,108,19,,,,,0,,26,,69,463,24,,,,,,,,, 
,09:43:56,,511, 218,,,,,0,,11840,6800,209,18,,186.20,-6650,108,19,,,,,0,,,,70,455,24,,,,,,,,, 
